date,file_name,implementation,algorithm,time_in_milliseconds,emissions,emissions_rate,energy_consumed,cpu_energy,cpu_emissions,cpu_percentage
2025-06-09 16:15:07,ten_million_floats.csv,C++,Heap Sort,2291.1548614501953125,2.1870406199701065e-05,9.446277790588142e-06,5.741017508780959e-05,2.702669912134012e-05,1.029582103027452e-05,47.08
2025-06-09 16:19:52,ten_million_floats.csv,Python,Merge Sort,51678.6193847656250000,0.0004682597376139507,9.04492478185573e-06,0.001229189493670956,0.0006242442635616789,0.0002378058522038216,50.79
2025-06-09 16:21:25,ten_million_floats.csv,Python,Merge Sort,50916.2313938140869141,0.00045266857717693053,8.874908310045879e-06,0.0011882624417297034,0.000615090198182875,0.00023431861099776626,51.76
2025-06-09 16:22:55,ten_million_floats.csv,Python,Merge Sort,47897.3715305328369141,0.0004172279443118881,8.695909981162866e-06,0.00109523019900745,0.0005522056017641282,0.00021036272399204464,50.42
2025-06-09 16:24:26,ten_million_floats.csv,Python,Merge Sort,48937.7434253692626953,0.0004325211648325985,8.822654447417594e-06,0.0011353751537802822,0.0005623812971268984,0.00021423915514049197,49.53
2025-06-09 16:25:59,ten_million_floats.csv,Python,Merge Sort,50250.1602172851562500,0.0004984748650759879,9.904510756254831e-06,0.0013085046989788369,0.0006232769563989451,0.00023743735654017812,47.63
2025-06-09 16:26:43,ten_million_floats.csv,C++,Merge Sort,1435.7614517211914062,1.2456890280327684e-05,8.55993075929721e-06,3.269954135799366e-05,1.770567722008537e-05,6.744977736991522e-06,54.15
2025-06-09 16:27:22,ten_million_floats.csv,C++,Merge Sort,1425.7552623748779297,1.4413684228736352e-05,9.925289577117463e-06,3.783615757641778e-05,1.8020238027292856e-05,6.864809676497213e-06,47.63
2025-06-09 16:28:03,ten_million_floats.csv,C++,Merge Sort,1414.2413139343261719,1.4496685307519613e-05,1.0063271765135295e-05,3.8054036769968796e-05,1.7655554402206536e-05,6.72588344952058e-06,46.40
2025-06-09 16:28:42,ten_million_floats.csv,C++,Merge Sort,1412.4503135681152344,1.3694567565139578e-05,9.506043962253551e-06,3.5948464536394745e-05,1.7099832290965985e-05,6.5141811112434915e-06,47.57
2025-06-09 16:29:21,ten_million_floats.csv,C++,Merge Sort,1425.4374504089355469,1.4240781814861937e-05,9.794729393340366e-06,3.738228590329948e-05,1.7615692981432017e-05,6.710698241276527e-06,47.12
2025-06-09 16:32:51,ten_million_strings.csv,Python,Quick Sort,121929.3334484100341797,0.0010597721954859031,8.685223049072844e-06,0.002781919400146747,0.0014809743250562902,0.0005641771691301937,53.24
2025-06-09 16:35:27,ten_million_strings.csv,Python,Quick Sort,121418.1954860687255859,0.0010712018359951168,8.815678445013381e-06,0.002811922394002144,0.0014896781481304536,0.0005674928905302964,52.98
2025-06-09 16:38:03,ten_million_strings.csv,Python,Quick Sort,121864.1388416290283203,0.0010608855073012773,8.699482878772999e-06,0.0027848418619274896,0.001499709015321809,0.0005713141493868431,53.85
2025-06-09 16:40:43,ten_million_strings.csv,Python,Quick Sort,125574.0950107574462891,0.008053017610345426,6.408923235914863e-05,0.021139303347802667,0.0198211500844074,0.007550867124655,93.76
2025-06-09 16:43:21,ten_million_strings.csv,Python,Quick Sort,123463.0486965179443359,0.0010939901207203733,8.85453284945665e-06,0.0028717420152785753,0.0015474397437841379,0.0005894971703945673,53.89
2025-06-09 16:44:24,ten_million_strings.csv,C++,Quick Sort,9864.7193908691406250,9.769013310131793e-05,9.338318393845293e-06,0.00025643820212972284,0.00012065241374407606,4.5962537015805784e-05,47.05
2025-06-09 16:45:06,ten_million_strings.csv,C++,Quick Sort,9848.8173484802246094,9.846573004884583e-05,9.430614351421055e-06,0.00025847415684170056,0.00012247361853437444,4.665632498066994e-05,47.38
2025-06-09 16:45:51,ten_million_strings.csv,C++,Quick Sort,9728.6164760589599609,9.611520856279533e-05,9.31229784941926e-06,0.0002523039993773338,0.00011819300427655041,4.502562497915188e-05,46.85
2025-06-09 16:46:33,ten_million_strings.csv,C++,Quick Sort,9741.6799068450927734,9.717929320242111e-05,9.398616285940578e-06,0.00025509723901409923,0.0001201607708507628,4.5775245655598085e-05,47.10
2025-06-09 16:47:16,ten_million_strings.csv,C++,Quick Sort,9688.4455680847167969,9.624466318388106e-05,9.353877031554675e-06,0.00025264381988156204,0.00011890094650957202,4.529531557282146e-05,47.06
2025-06-09 16:52:14,ten_million_strings.csv,Python,Heap Sort,95145.4181671142578125,0.0008845318485807189,9.288222204725614e-06,0.0023219106144657274,0.0012303065584111268,0.00046868528342671877,52.99
2025-06-09 16:54:23,ten_million_strings.csv,Python,Heap Sort,93520.3325748443603516,0.0008783280742902485,9.383771939126444e-06,0.0023056256051719346,0.0012084277936859043,0.0004603505680046452,52.41
2025-06-09 16:56:29,ten_million_strings.csv,Python,Heap Sort,91471.6892242431640625,0.0008648604190493263,9.446238095802217e-06,0.0022702727892094142,0.0011471871127489558,0.0004370209306017147,50.53
2025-06-09 16:58:35,ten_million_strings.csv,Python,Heap Sort,90941.5380954742431641,0.000860269230992114,9.448912352607683e-06,0.002258220845234582,0.0011073212794674263,0.00042183404141311605,49.04
2025-06-09 17:00:43,ten_million_strings.csv,Python,Heap Sort,93013.4730339050292969,0.0009441130218814526,1.0140804921803162e-05,0.002478312171889887,0.0012081305848370277,0.0004602373462936658,48.75
2025-06-09 17:02:13,ten_million_strings.csv,C++,Heap Sort,19096.0800647735595703,0.0001979442032025992,1.006426028642786e-05,0.0005196067809492038,0.000213771807683975,8.14363701372103e-05,41.14
2025-06-09 17:03:06,ten_million_strings.csv,C++,Heap Sort,19195.5459117889404297,0.0002002474787191483,1.0130347973555933e-05,0.0005256529169684953,0.00021332368871436903,8.126565921573888e-05,40.58
2025-06-09 17:04:02,ten_million_strings.csv,C++,Heap Sort,20360.1744174957275391,0.00022689105355405456,1.082786061983552e-05,0.0005955927380340059,0.0002461974530689158,9.37889197466035e-05,41.34
2025-06-09 17:04:56,ten_million_strings.csv,C++,Heap Sort,19915.2789115905761719,0.00021618519660533285,1.0526716243925459e-05,0.0005674896878995481,0.00023059017641643802,8.784332770584207e-05,40.63
2025-06-09 17:05:48,ten_million_strings.csv,C++,Heap Sort,18645.9720134735107422,0.0001751268898093882,9.107458059666275e-06,0.0004597109589431374,0.00019981589318592008,7.611986450917625e-05,43.47
2025-06-09 17:12:00,ten_million_strings.csv,Python,Merge Sort,58446.6159343719482422,0.0006035858697497567,1.0311848756575002e-05,0.0015844228107356785,0.0006855603701145258,0.0002611642229951286,43.27
2025-06-09 17:13:33,ten_million_strings.csv,Python,Merge Sort,57700.8693218231201172,0.0005888089660853912,1.018757929986158e-05,0.0015456331961816278,0.0006791526363772293,0.0002587231968279055,43.94
2025-06-09 17:15:04,ten_million_strings.csv,Python,Merge Sort,56585.2341651916503906,0.0005513724353961491,9.728027785756603e-06,0.0014473616889254472,0.0006568408493611479,0.00025022352156412933,45.38
2025-06-09 17:16:37,ten_million_strings.csv,Python,Merge Sort,57556.2794208526611328,0.0005420408130603548,9.404886606215094e-06,0.0014228660271961011,0.0006726515108985542,0.0002562465930768042,47.27
2025-06-09 17:18:11,ten_million_strings.csv,Python,Merge Sort,57997.8661537170410156,0.0005857430210459183,1.0083079987432003e-05,0.0015375850401520364,0.0007084886484571319,0.0002698987506297444,46.08
2025-06-09 17:19:47,ten_million_strings.csv,C++,Merge Sort,8566.5802955627441406,9.09639008196931e-05,9.434400321726413e-06,0.0002387817320375196,0.0001027207271765175,3.9131461017894347e-05,43.02
2025-06-09 17:20:29,ten_million_strings.csv,C++,Merge Sort,8576.2269496917724609,8.976394655683728e-05,9.273713058681517e-06,0.00023563183241065043,0.00010412668969017402,3.9667062437471797e-05,44.19
2025-06-09 17:21:13,ten_million_strings.csv,C++,Merge Sort,9034.7669124603271484,8.989864403779018e-05,8.898684513440838e-06,0.00023598541550804613,0.00011976890275949002,4.562596350622772e-05,50.75
2025-06-09 17:21:57,ten_million_strings.csv,C++,Merge Sort,9295.8805561065673828,0.00010650110058000807,1.0175495807216333e-05,0.00027956713631712316,0.00012700266687982976,4.838166594787115e-05,45.43
2025-06-09 17:22:39,ten_million_strings.csv,C++,Merge Sort,8959.2311382293701172,0.00010506622201718473,1.0472604816559568e-05,0.00027580055654858834,0.00011708000033059155,4.460162612593886e-05,42.45
